Sample,Dataset,Number,Latitude,Longitude,Date,Time,Planned.or.exploratory,Site,Location,Status,Commonwealth.zone,State.zone,Depth,Observer,Successful.count,Successful.length,Maxn.checker,Left.cam,Right.cam,Rear.cam,Time.out,Video.notes,Raw.hdd.number,Con.hdd.number,Maxn.analyst,Maxn.complete.yyyymmdd,Notes,Habitat.image.saved,Habitat.backwards.image.saved,Vis.in.metres,Habitat.classification ,Length.analyst,Length.complete.date.yyyymmdd
IO237,IO,237,-34.08118897,114.9363721,20201016,12:15:00,MBH,C.IO.1,South-west,No-take,,Cape Freycinet Sanctuary Zone,43.2,Hayley,Yes,,,375,376,561,13:21,,RAW2,CON1,Hayley ,20210104,Missing Backwards habitat ,Yes,No,,,,
FH54,FH,54,-33.76618897,114.9388721,20201017,09:20:00,MBH,C.FH.9,South-west,Fished,,,43.2,,,No,,372,371,563,10:33,,RAW1,CON1/CON2,,,L372 card didn't record,,Yes,,,,
IO73,IO,73,-34.02868897,114.8588721,20201019,09:22:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,40.4,Ramesh,Yes,No,Brooke Gibbons,372,371,563,10:27,,RAW3,CON2,Ramesh,20201201,L372 didn't record anything,,Yes,,,,
IO4,IO,4,-34.09118897,114.7813721,20201015,12:17:00,MBH,C.IO.43,South-west,No-take,National Park Zone,,65.6,Hayley,Yes,,,373,374,440,13:23,,RAW2,CON1,Hayley ,20201218,,Yes,Yes,,,,
IO152,IO,152,-33.98118897,114.8688721,20201013,12:18:00,MBH,C.IO.37,South-west,Fished,Special Purpose Zone (Mining Exclusion),,41.2,Hayley ,Yes,Yes,Daphne - check hippocrepis,373,374,440,13:24,,RAW2,CON1,Hayley ,20210105,,Yes,Yes,,,Daphne,20210120
IO218,IO,218,-34.07368897,114.9213721,20201016,12:28:00,MBH,C.IO.2,South-west,No-take,National Park Zone,,46.8,Hayley ,Yes,,,373,374,440,13:39,,RAW2,CON1,Hayley ,20210104,,Yes,Yes,,,Ramesh,
IO344,IO,344,-34.0844,114.6744,20201023,09:28:00,MBH,C.IO.14,South-west,No-take,National Park Zone,,138,,,No,,367,368,1208,10:36,,RAW4,CON3,,,L card failed to record,,Yes,,,,
IO215,IO,215,-34.06868897,114.9263721,20201016,12:34:00,MBH,C.IO.2,South-west,No-take,National Park Zone,,46.7,Hayley ,Yes,,,372,371,563,13:47,,RAW2,CON1,Hayley ,20210104,HAMMERHEAD,Yes,Yes,,,Ramesh,
IO125,IO,125,-34.10868897,114.8263721,20201015,12:38:00,MBH,C.IO.59,South-west,No-take,National Park Zone,,55.8,Hayley ,Yes,Yes,Daphne,378,377,562,13:55,,RAW2,CON1,Hayley ,20201220,,Yes,Yes,,,Daphne,20210120
IO123,IO,123,-34.10618897,114.8188721,20201015,12:42:00,MBH,C.IO.59,South-west,No-take,National Park Zone,,49.1,Hayley ,Yes,Yes,Daphne,372,371,563,14:02,,RAW2,CON1,Hayley ,20201220,,Yes,Yes,,,Daphne,20210119
IO132,IO,132,-33.99118897,114.8713721,20201013,12:47:00,MBH,C.IO.37,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.6,Hayley ,Yes,Yes,Daphne,378,377,562,14:08,,RAW2,CON1,Hayley ,20210107,,Yes,Yes,,,Daphne,20210120
IO225,IO,225,-34.07118897,114.8338721,20201015,14:20:00,MBH,C.IO.4,South-west,No-take,National Park Zone,,44.9,Hayley ,Yes,,,372,371,563,15:22,,RAW2,CON1,Hayley ,20201227,,Yes,Yes,,,,
IO223,IO,223,-34.07118897,114.8463721,20201015,14:25:00,MBH,C.IO.4,South-west,No-take,National Park Zone,,42.9,Hayley ,Yes,,,378,377,562,15:29,,RAW2,CON1,Hayley ,20201222,,Yes,Yes,,,Ramesh,
IO16,IO,16,-34.07368897,114.8688721,20201016,09:43:00,MBH,C.IO.35,South-west,No-take,National Park Zone,,41.4,,,No,,378,377,562,10:46,,RAW2,CON1,,,L card failed again,,Yes,,,,
IO224,IO,224,-34.06118897,114.8388721,20201015,14:35:00,MBH,C.IO.4,South-west,No-take,National Park Zone,,43.6,Hayley ,Yes,,,373,374,440,15:53,,RAW2,CON1,Hayley ,20201227,,Yes,Yes,,,,
IO353,IO,353,-34.05436667,114.8390667,20201015,14:43:00,MBH,C.IO.5,South-west,No-take,National Park Zone,,44.1,Hayley ,Yes,,,375,376,561,16:11,,RAW2,CON1,Hayley ,20210102,,Yes,Yes,,,,
IO201,IO,201,-34.05618897,114.8338721,20201015,14:46:00,MBH,C.IO.5,South-west,No-take,National Park Zone,,45.3,Hayley ,Yes,,Ramesh/Brooke - check weird wrasse with Todd,369,370,1207,16:21,,RAW2,CON1,Hayley ,20201221,,Yes,Yes,,,Ramesh,
IO222,IO,222,-34.06618897,114.8313721,20201015,14:54:00,MBH,C.IO.4,South-west,No-take,National Park Zone,,45,Hayley ,Yes,,,367,368,1208,16:31,,RAW2,CON1,Hayley ,20201222,,Yes,Yes,,,Ramesh,
FH25,FH,25,-33.87868897,114.8163721,20201013,07:34:00,MBH,C.FH.16,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.4,Hayley ,Yes,,,373,374,440,08:38,,RAW2,CON1/CON2,Hayley ,20210110,,Yes,Yes,,,,
FH42,FH,42,-33.88118897,114.8113721,20201013,07:38:00,MBH,C.FH.16,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.7,Hayley,Yes,,,367,368,1208,08:45,,RAW2,CON1/CON2,Hayley ,20210110,,Yes,Yes,,,,
FH58,FH,58,-33.66368897,114.8413721,20201012,07:47:00,MBH,C.FH.1,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.1,Daphne,Yes,,,373,374,440,08:55,,RAW2,CON1/CON2,Daphne,20210114,,Yes,Yes,,,,
FH9,FH,9,-33.90118897,114.8513721,20201013,07:58:00,MBH,C.FH.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.6,Hayley,Yes,,,375,376,561,09:10,,RAW2,CON1/CON2,Hayley ,20210111,,Yes,Yes,,,,
FH41,FH,41,-33.67118897,114.8388721,20201012,08:01:00,MBH,C.FH.1,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.1,Claude,Yes,,Brooke,367,368,1208,09:10,,RAW2,CON1/CON2,Claude,20210113,filmed 70 but 41,Yes,Yes,,,,
FH16,FH,16,-33.90118897,114.8563721,20201013,08:02:00,MBH,C.FH.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.1,Hayley ,Yes,check calibration,Rachel,372,371,563,09:15,,RAW2,CON1/CON2,Hayley ,20210110,,Yes,Yes,,,Rachel,check calibration 
FH51,FH,51,-33.90618897,114.8538721,20201013,08:06:00,MBH,C.FH.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43,Hayley ,Yes,,,369,370,1207,09:20,,RAW2,CON1/CON2,Hayley ,20210108,,Yes,Yes,,,,
FH70,FH,70,-33.67368897,114.8463721,20201012,08:07:00,MBH,C.FH.1,South-west,Fished,Special Purpose Zone (Mining Exclusion),,48.6,Daphne,Yes,,,369,370,1207,09:19,,RAW2,CON1/CON2,Daphne,20210114,,Yes,Yes,,,,
FH47,FH,47,-33.90618897,114.8488721,20201013,08:09:00,MBH,C.FH.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.5,Hayley ,Yes,,,378,377,562,09:26,,RAW2,CON1/CON2,Hayley ,20210108,,Yes,Yes,,,,
FH63,FH,63,-33.67868897,114.8163721,20201012,08:20:00,MBH,C.FH.2,South-west,Fished,Special Purpose Zone (Mining Exclusion),,46.3,Claude,Yes,,,378,377,562,09:33,,RAW2,CON1/CON2,Claude,20210114,"filmed 31 is 63, some leatherjackets need checking, occy on bait",Yes,Yes,,,,
FH59,FH,59,-33.66868897,114.8188721,20201012,08:32:00,MBH,C.FH.2,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.6,Claude,Yes,,,372,371,563,09:54,,RAW2,CON1/CON2,Claude,20210115,Habitat images for 439 saved in 563 folder,Yes,No,,,,
IO336,IO,336,-34.0924,114.8663667,20201016,10:03:00,MBH,C.IO.6,South-west,No-take,National Park Zone,,43.2,,,No,,372,371,563,11:12,,RAW2,CON1,,,R did not record,,Yes,,,,
FHCO3,FH,CO3,-33.948622,114.819555,20201013,09:56:00,Captains pick,,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.5,Claude,Yes,,,378,377,562,11:03,,RAW2,CON1/CON2,Claude,20210115,,Yes,Yes,,,,
FH68,FH,68,-33.95118897,114.8288721,20201013,10:01:00,MBH,C.FH.22,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.5,Hayley,Yes,, ,369,370,1207,11:11,,RAW2,CON1/CON2,Hayley ,20210107,,Yes,Yes,,,,
FH99,FH,99,-33.95368897,114.8363721,20201013,10:04:00,MBH,C.FH.22,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.5,Hayley ,Yes,,,372,371,563,11:17,,RAW2,CON1/CON2,Hayley ,20210107,,Yes,Yes,,,,
FH89,FH,89,-33.68618897,114.8013721,20201012,10:34:00,MBH,C.FH.4,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.7,Daphne,Yes,,,372,371,563,11:38,,RAW2,CON1/CON2,Daphne,20210114,Habitat images for 439 saved in 563 folder,Yes,No,,,,
FH45,FH,45,-33.69368897,114.7988721,20201012,10:39:00,MBH,C.FH.4,South-west,Fished,Special Purpose Zone (Mining Exclusion),,47.6,Claude,Yes,,Brooke,375,376,561,11:44,,RAW2,CON1/CON2,Claude,20210113,was 112 changed to 45. kelp obstructing hard to see fish feed,Yes,Yes,,,,
FH69,FH,69,-33.69618897,114.8038721,20201012,10:43:00,MBH,C.FH.4,South-west,Fished,Special Purpose Zone (Mining Exclusion),,46.9,Ramesh,Yes,,,378,377,562,11:48,,RAW2,CON1/CON2,Ramesh,20210106,,Yes,Yes,,,,
FH65,FH,65,-33.71368897,114.8188721,20201012,10:59:00,MBH,C.FH.6,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.7,Daphne,Yes,,,367,368,1208,12:14,,RAW2,CON1/CON2,Daphne,20210114,filmed 33 but changed to 65,Yes,No,,,,
FH10,FH,10,-33.98618897,114.8863721,20201013,12:32:00,MBH,C.FH.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.9,Hayley,Yes,Yes - 24 of 47 coris measured,Rachel,375,376,561,13:44,,RAW2,CON1/CON2,Hayley ,20210110,,Yes,Yes,,,Rachel,20210128
FH52,FH,52,-33.99118897,114.8888721,20201013,12:36:00,MBH,C.FH.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.1,Hayley ,Yes,,,372,371,563,13:51,,RAW2,CON1/CON2,Hayley ,20210108,,Yes,Yes,,,,
FH74,FH,74,-33.73118897,114.8063721,20201012,12:47:00,MBH,C.FH.7,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.9,Daphne,Yes,,,373,374,440,14:02,,RAW2,CON1/CON2,Daphne,20210114,filmed 84 SHOULD BE 74,Yes,Yes,,,,
FH57,FH,57,-33.78868897,114.8113721,20201012,13:12:00,MBH,C.FH.12,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.8,Claude,Yes,,,369,370,1207,14:27,,RAW2,CON1/CON2,Claude,20210114,,Yes,Yes,,,,
FH106,FH,106,-33.78868897,114.8163721,20201012,13:16:00,MBH,C.FH.12,South-west,Fished,Special Purpose Zone (Mining Exclusion),,47.1,Hayley ,Yes,,,378,377,562,14:34,,RAW2,CON1/CON2,Hayley ,20210111,,Yes,Yes,,,,
IO157,IO,157,-33.97118897,114.8238721,20201013,10:14:00,MBH,C.IO.33,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.6,,,No,,375,376,561,11:29,,RAW2,CON1,,,"in/out, zoomed in",,Yes,,,,
FH48,FH,48,-33.79618897,114.8138721,20201012,13:23:00,MBH,C.FH.12,South-west,Fished,Special Purpose Zone (Mining Exclusion),,48.5,Claude,Yes,,Brooke,372,371,563,14:45,,RAW2,CON1/CON2,Claude,20210114,Habitat images for 439 saved in 563 folder,Yes,No,,,,
FH60,FH,60,-33.81618897,114.8213721,20201012,15:14:00,MBH,C.FH.13,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.5,Claude,Yes,,,375,376,561,16:22,,RAW2,CON1/CON2,Claude,20210115,,Yes,Yes,,,,
FH96,FH,96,-33.81868897,114.8338721,20201012,15:20:00,MBH,C.FH.13,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.9,Daphne,Yes,,,378,377,562,16:30,,RAW2,CON1/CON2,Daphne,20210114,,Yes,Yes,,,,
FH56,FH,56,-33.83118897,114.8663721,20201012,15:31:00,MBH,C.FH.14,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.5,Claude,Yes,,Brooke,369,370,1207,16:42,,RAW2,CON1/CON2,Claude,20210114,,Yes,Yes,,,,
FH61,FH,61,-33.84118897,114.8638721,20201012,15:43:00,MBH,C.FH.14,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.9,Claude,Yes,,,367,368,1208,17:02,,RAW2,CON1/CON2,Claude,20210115,,Yes,Yes,,,,
IO241,IO,241,-33.99368897,114.7913721,20201019,06:26:00,MBH,C.IO.42,South-west,Fished,Special Purpose Zone (Mining Exclusion),,50.6,Ramesh,Yes,,,378,377,562,07:30,,RAW3,CON2,Ramesh,20201208,,Yes,Yes,,,Hayley,20210121
IO229,IO,229,-33.99368897,114.7863721,20201019,06:31:00,MBH,C.IO.42,South-west,Fished,Special Purpose Zone (Mining Exclusion),,53,Ramesh,Yes,,Brooke Gibbons,369,370,1207,07:39,,RAW3,CON2,Ramesh,20201203,,Yes,Yes,,,Hayley ,20210121
IO227,IO,227,-33.99868897,114.7838721,20201019,06:37:00,MBH,C.IO.42,South-west,Fished,Special Purpose Zone (Mining Exclusion),,52.9,Ramesh,Yes,,Brooke Gibbons,375,376,561,07:44,,RAW3,CON2,Ramesh,20201201,,Yes,Yes,,,,
IO72,IO,72,-34.03618897,114.8463721,20201019,09:05:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.6,Ramesh,Yes,,Brooke Gibbons,367,368,1208,10:10,,RAW3,CON2,Ramesh,20201130,,Yes,Yes,,,,
IO262,IO,262,-34.01368897,114.8738721,20201019,09:46:00,MBH,C.IO.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,41.9,Rachel,Yes,,,369,370,1207,10:56,,RAW3,CON2,Rachel,20210102,,Yes,Yes,,,,
IO65,IO,65,-34.01118897,114.8888721,20201019,11:20:00,MBH,C.IO.53,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43,Ramesh,Yes,,Brooke Gibbons,378,377,562,11:27,,RAW3,CON2,Ramesh,20201126,,Yes,Yes,,,,
IO64,IO,64,-34.01368897,114.8963721,20201019,11:26:00,MBH,C.IO.47,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.3,Ramesh,Yes,,Brooke Gibbons,369,370,1207,12:36,,RAW3,CON2,Ramesh,20201126,,Yes,Yes,,,,
IO245,IO,245,-34.00868897,114.9013721,20201019,11:30:00,MBH,C.IO.47,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.3,Ramesh,Yes,,Brooke Gibbons,375,376,561,12:43,,RAW3,CON2,Ramesh,20201217,,Yes,Yes,,,,
IO261,IO,261,-33.97618897,114.9213721,20201019,11:46:00,MBH,C.IO.20,South-west,Fished,,,46.9,Ramesh,Yes,,,373,374,440,13:02,,RAW3,CON2,Ramesh,20201218,,Yes,Yes,,,,
IO258,IO,258,-33.96618897,114.9138721,20201019,12:05:00,MBH,,South-west,Fished,,,45.2,Ramesh,Yes,,Brooke - check shark again + one unknown,367,368,1208,13:27,,RAW3,CON2,Ramesh,20201217,Couldn't record habitat footage,No,Yes,,,,
IO206,IO,206,-34.06368897,114.7913721,20201015,10:28:00,MBH,C.IO.7,South-west,No-take,National Park Zone,,58.2,,,No,,1203,1204,439,11:41,,RAW2,,,,Left only goes for 35 mins,,Yes,,,,
IO46,IO,46,-34.06868897,114.7113721,20201023,06:44:00,MBH,C.IO.34,South-west,No-take,National Park Zone,,129,Rachel,Yes,Yes,"Brooke/Claude- squalus, unknown fish",369,370,1207,07:45,,RAW4,CON3,Rachel,20201204,"check shark species, check Neosebastes nigropunctatus is correct",Yes,Yes,,,Claude,20210119
IO47,IO,47,-34.06368897,114.7113721,20201023,06:53:00,MBH,C.IO.34,South-west,No-take,National Park Zone,,127,Rachel,Yes,Yes,Brooke/Claude - squalus,375,376,561,07:56,,RAW4,CON3,Rachel,20201204,"check shark species, two unknown small silver fish (think gerres subf.)",Yes,Yes,,,Claude,20210119
IO290,IO,290,-34.06868897,114.7188721,20201023,07:07:00,MBH,C.IO.13,South-west,No-take,National Park Zone,,124,Rachel,Yes,Yes,Brooke/Claude - gerres and squalus,373,374,440,08:15,,RAW4,CON3,Rachel,20201214,filmed 302 changed to 290,Yes,Yes,,,Claude,20210119
IO302,IO,302,-34.07118897,114.7238721,20201023,07:13:00,MBH,C.IO.13,South-west,No-take,National Park Zone,,122,Rachel,Yes,Yes,Brooke/Claude - squlaus and gerres,372,371,563,08:22,,RAW4,CON3,Rachel,20201215,,Yes,Yes,,,Claude,20210119
IO113,IO,113,-34.05868897,114.7388721,20201023,07:30:00,MBH,C.IO.31,South-west,No-take,National Park Zone,,111,Rachel,Yes,Yes,Brooke/Claude - gerres & redo with different CAL? lots of rejected measurements,367,368,1208,08:51,,RAW4,CON3,Rachel,20201208,,Yes,Yes,,,Claude,20210119
IO115,IO,115,-34.05368897,114.7363721,20201023,07:34:00,MBH,C.IO.31,South-west,No-take,National Park Zone,,112,Rachel,Yes,Yes,Brooke/Claude - maxn 2 Pseudocaranx spp out of range,378,377,562,08:58,,RAW4,CON3,Rachel,20201208,check first trevally,Yes,Yes,,,Claude,20210120
IO280,IO,280,-34.08868897,114.6738721,20201023,09:24:00,MBH,C.IO.14,South-west,No-take,National Park Zone,,139,Rachel,Yes,Yes,"Brooke/Claude - gerres, squalus and yellow shark",378,377,562,10:25,,RAW4,CON3,Rachel,20201210,,Yes,Yes,,,Claude,20210120
IO105,IO,105,-34.06368897,114.6688721,20201023,09:45:00,MBH,C.IO.30,South-west,No-take,National Park Zone,,139,Rachel,Yes,Yes,Brooke/Claude - come back to holocentridae later - Myripristis spp?,372,371,563,11:04,,RAW4,CON3,Rachel,20201207,light turned off when it hit the bottom//two unknown species (think gerres subf.),Yes,Yes,,,Claude,20210128
IO107,IO,107,-34.06368897,114.6763721,20201023,09:50:00,MBH,C.IO.30,South-west,No-take,National Park Zone,,137,Rachel,Yes,Yes,Brooke Gibbons/Claude,373,374,440,11:12,,RAW4,CON3,Rachel,20201208,check trevally ID,Yes,Yes,,,Claude,20210125
IO108,IO,108,-34.05118897,114.6688721,20201023,10:04:00,MBH,C.IO.30,South-west,No-take,National Park Zone,,138,Rachel,Yes,Yes,Brooke/Claude - check gerres ,375,376,561,11:27,,RAW4,CON3,Rachel,20201208,"filmed 106 but was 108// check gerres and goatfish ID, confirm species",Yes,Yes,,,Claude,20210120
IO101,IO,101,-34.07868897,114.8963721,20201029,10:10:00,MBH,C.IO.39,South-west,No-take,National Park Zone,,43.5,Rachel,Yes,come back with different CAL,Brooke Gibbons/Claude,367,368,1208,11:12,,RAW4,CON3,Rachel,20201204,"very stong surge, check LJ ID (changes colour 16min), check boxfish",Yes,Yes,,,Claude,
IO102,IO,102,-34.07118897,114.9113721,20201029,10:26:00,MBH,C.IO.2,South-west,No-take,National Park Zone,,45.2,Rachel,Yes,Yes,Brooke Gibbons/Claude,372,371,563,11:28,,RAW4,CON3,Rachel,20201207,strong surge,Yes,Yes,,,Claude,20210120
IO216,IO,216,-34.06118897,114.9163721,20201029,10:33:00,MBH,C.IO.3,South-west,No-take,National Park Zone,,47.5,Rachel,Yes,Yes,Brooke Gibbons/Claude - check leatherjackets,373,374,440,11:36,,RAW4,CON3,Rachel,20201209,Check LJs,Yes,Yes,,,Claude,20210120
IO355,IO,355,-34.05473333,114.9111,20201029,10:38:00,MBH,C.IO.3,South-west,No-take,National Park Zone,,45,Rachel,Yes,Yes,Brooke Gibbons/Claude - haackei with todd,375,376,561,11:43,,RAW4,CON3,Rachel,20201216,Filmed 213 should be 355.,Yes,Yes,,,Claude,20210121
IO211,IO,211,-34.05618897,114.9063721,20201029,10:42:00,MBH,C.IO.3,South-west,No-take,National Park Zone,,43.5,Rachel,Yes,Yes,Brooke Gibbons/Claude,369,370,1207,11:48,,RAW4,CON3,Rachel,20201209,Filmed 250 was 211  ,Yes,Yes,,,Claude,20210120
IOC05,IO,C05,-34.05394,114.899843,20201029,10:46:00,Captains pick,,South-west,No-take,National Park Zone,,43.2,Rachel,Yes,Yes,Brooke Gibbons/Claude - check vittiger and scombridae ,378,377,562,11:55,,RAW4,CON3,Rachel,20201217,strong surge ,Yes,Yes,,,Claude,20210121
FH33,FH,33,-33.70868897,114.8263721,20201012,10:54:00,MBH,C.FH.6,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.3,,,No,,1201,1202,420,12:00,,RAW2,,,,left cuts out @ 30mins,,Yes,,,,
IO378,IO,378,-33.99368897,114.6388721,20201023,12:04:00,MBH,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Rachel,Yes,Yes,Brooke/Claude - gerres & yellow shark ,373,374,440,13:15,,RAW4,CON3,Rachel,20201216,"filmed 370, refilmed when bait bag chop at bait. good video of small yellow shark and squalus dude, sharkmania ",Yes,Yes,,,Claude,20210121
IO370,IO,370,-33.99618897,114.6463721,20201023,12:10:00,MBH,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Rachel,Yes,Yes,"Brooke/Claude - Gerres, squalus, shark spp & filefish",372,371,563,13:25,,RAW4,CON3,Rachel,20201216,,Yes,Yes,,,Claude,20210121
IO297,IO,297,-34.10618897,114.7488721,20201022,12:21:00,MBH,C.IO.11,South-west,No-take,National Park Zone,,114,Rachel,Yes,Yes,Brooke/Claude - todd not a hundo on shark,378,377,562,13:26,,RAW4,CON3,Rachel,20201215, ,Yes,Yes,,,Claude,20210121
IO295,IO,295,-34.10368897,114.7538721,20201022,12:25:00,MBH,C.IO.11,South-west,No-take,National Park Zone,,109,Rachel,Yes,"Yes but check cal, accepted errors",Brooke/Claude ,367,368,1208,13:35,,RAW4,CON3,Rachel,20201214,,Yes,Yes,,,Claude,20210121
IO192,IO,192,-33.98618897,114.6688721,20201023,12:36:00,MBH,C.IO.40,South-west,Fished,Special Purpose Zone (Mining Exclusion),,138,Rachel,Yes,Yes,Brooke/Claude - gerres,378,377,562,14:04,,RAW4,CON3,Rachel,20201209,,Yes,Yes,,,Claude,20210121
FH62,FH,62,-33.75618897,114.8813721,20201017,11:17:00,MBH,C.FH.8,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.1,,,No,,1205,1206,1209,12:26,,RAW1,,,,Battery died after 20mins down,,Yes,,,,
FH87,FH,87,-33.92868897,114.8938721,20201029,12:36:00,MBH,C.FH.21,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.8,Rachel,Yes,Yes,Claude,378,377,562,13:37,,RAW4,CON3,Rachel,20210103,No light,Yes,Yes,,,Claude,20210121
FH14,FH,14,-33.76618897,114.8713721,20201017,11:24:00,MBH,C.FH.10,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.4,,,No,,372,371,563,12:35,,RAW1,CON1/CON2,,,L didn't record,,Yes,,,,
FH12,FH,12,-33.91868897,114.8963721,20201029,12:46:00,MBH,C.FH.21,South-west,Fished,Special Purpose Zone (Mining Exclusion),,46.1,Rachel,Yes,Yes,Claude,373,374,440,13:55,,RAW4,CON3,Rachel,20201220,FHWY,Yes,Yes,,,Claude,20210121
FH55,FH,55,-33.92368897,114.9088721,20201029,12:52:00,MBH,C.FH.20,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.9,Rachel ,Yes,Yes,Claude,372,371,563,14:02,,RAW4,CON3,Rachel,20201222,FHWY. bolt fell off bruv on the way down ,Yes,Yes,,,Claude,20210121
IO293,IO,293,-34.08868897,114.7588721,20201022,12:55:00,MBH,C.IO.12,South-west,No-take,National Park Zone,,111,Claude,Yes,leave til last,,372,371,563,13:59,,RAW4,CON3,Claude,20210119,,Yes,Yes,,,,
IO330,IO,330,-34.08833333,114.7545,20201022,13:00:00,MBH,C.IO.12,South-west,No-take,National Park Zone,,116,Rachel,Yes,Yes,Brooke/Claude,373,374,440,14:08,,RAW4,CON3,Rachel,20201215,,Yes,Yes,,,Claude,20210122
FH109,FH,109,-33.91618897,114.9088721,20201029,13:04:00,MBH,C.FH.20,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.9,Rachel,Yes,come back with different CAL,Claude,367,368,1208,14:23,,RAW4,CON3,Rachel,20210104,,Yes,Yes,,,Claude,
IO291,IO,291,-34.08368897,114.7488721,20201022,13:09:00,MBH,C.IO.12,South-west,No-take,National Park Zone,,109,Rachel,Yes,Yes,Brooke/Claude - check stingaree - dont think you can tell stingaree species,375,376,561,14:24,,RAW4,CON3,Rachel,20201214,,Yes,Yes,,,Claude,20210122
IOC04,IO,C04,-34.08755,114.749265,20201022,13:16:00,Captains pick,,South-west,No-take,National Park Zone,,109,Rachel,Yes,Yes,Brooke/Claude - check gummy ,369,370,1207,14:32,,RAW4,CON3,Rachel,20201217,Clusters overlapped so created new point.,Yes,Yes,,,Claude,20210122
